61425,AU,Australia Mobile - H3G
61430,AU,Australia Mobile - H3G
61433,AU,Australia Mobile - H3G
61401,AU,Australia Mobile - Optus
61402,AU,Australia Mobile - Optus
61403,AU,Australia Mobile - Optus
61411,AU,Australia Mobile - Optus
61412,AU,Australia Mobile - Optus
61413,AU,Australia Mobile - Optus
61421,AU,Australia Mobile - Optus
61422,AU,Australia Mobile - Optus
61423,AU,Australia Mobile - Optus
61431,AU,Australia Mobile - Optus
61432,AU,Australia Mobile - Optus
61434,AU,Australia Mobile - Optus
61435,AU,Australia Mobile - Optus
61466,AU,Australia Mobile - Optus
614683,AU,Australia Mobile - Optus
614684,AU,Australia Mobile - Optus
614685,AU,Australia Mobile - Optus
614686,AU,Australia Mobile - Optus
614687,AU,Australia Mobile - Optus
614688,AU,Australia Mobile - Optus
614689,AU,Australia Mobile - Optus
61478,AU,Australia Mobile - Optus
614790,AU,Australia Mobile - Optus
614791,AU,Australia Mobile - Optus
61481,AU,Australia Mobile - Optus
61482,AU,Australia Mobile - Optus
61400,AU,Australia Mobile - Telstra
61407,AU,Australia Mobile - Telstra
61408,AU,Australia Mobile - Telstra
61409,AU,Australia Mobile - Telstra
61417,AU,Australia Mobile - Telstra
61418,AU,Australia Mobile - Telstra
61419,AU,Australia Mobile - Telstra
61427,AU,Australia Mobile - Telstra
61428,AU,Australia Mobile - Telstra
61429,AU,Australia Mobile - Telstra
61437,AU,Australia Mobile - Telstra
61438,AU,Australia Mobile - Telstra
61439,AU,Australia Mobile - Telstra
614444,AU,Australia Mobile - Telstra
61447,AU,Australia Mobile - Telstra
61448,AU,Australia Mobile - Telstra
61455,AU,Australia Mobile - Telstra
61456,AU,Australia Mobile - Telstra
61457,AU,Australia Mobile - Telstra
61458,AU,Australia Mobile - Telstra
61459,AU,Australia Mobile - Telstra
61467,AU,Australia Mobile - Telstra
614725,AU,Australia Mobile - Telstra
614726,AU,Australia Mobile - Telstra
614727,AU,Australia Mobile - Telstra
614728,AU,Australia Mobile - Telstra
614729,AU,Australia Mobile - Telstra
61473,AU,Australia Mobile - Telstra
61474,AU,Australia Mobile - Telstra
61475,AU,Australia Mobile - Telstra
61476,AU,Australia Mobile - Telstra
61477,AU,Australia Mobile - Telstra
61484,AU,Australia Mobile - Telstra
61487,AU,Australia Mobile - Telstra
614880,AU,Australia Mobile - Telstra
614881,AU,Australia Mobile - Telstra
614882,AU,Australia Mobile - Telstra
614883,AU,Australia Mobile - Telstra
614884,AU,Australia Mobile - Telstra
614885,AU,Australia Mobile - Telstra
614886,AU,Australia Mobile - Telstra
614887,AU,Australia Mobile - Telstra
614889,AU,Australia Mobile - Telstra
61490,AU,Australia Mobile - Telstra
614910,AU,Australia Mobile - Telstra
614911,AU,Australia Mobile - Telstra
614912,AU,Australia Mobile - Telstra
614913,AU,Australia Mobile - Telstra
614914,AU,Australia Mobile - Telstra
61497,AU,Australia Mobile - Telstra
61498,AU,Australia Mobile - Telstra
61499,AU,Australia Mobile - Telstra
61404,AU,Australia Mobile - Vodafone
61405,AU,Australia Mobile - Vodafone
61406,AU,Australia Mobile - Vodafone
61410,AU,Australia Mobile - Vodafone
61414,AU,Australia Mobile - Vodafone
61415,AU,Australia Mobile - Vodafone
61416,AU,Australia Mobile - Vodafone
61420,AU,Australia Mobile - Vodafone
61424,AU,Australia Mobile - Vodafone
61426,AU,Australia Mobile - Vodafone
61449,AU,Australia Mobile - Vodafone
61450,AU,Australia Mobile - Vodafone
61451,AU,Australia Mobile - Vodafone
61452,AU,Australia Mobile - Vodafone
61453,AU,Australia Mobile - Vodafone
6114,AU,Australia Satellite Mobile
611471,AU,Australia Satellite Mobile - Iterra
611451,AU,Australia Satellite Mobile - Optus
611452,AU,Australia Satellite Mobile - Optus
611453,AU,Australia Satellite Mobile - Optus
43660,AT,Austria Mobile - H3g
4367833,AT,Austria Mobile - H3g
436789,AT,Austria Mobile - H3g
4367891,AT,Austria Mobile - H3g
43699,AT,Austria Mobile - H3g
4369983,AT,Austria Mobile - H3g
43664,AT,Austria Mobile - Mobilkom
43680,AT,Austria Mobile - Mobilkom
436811,AT,Austria Mobile - Mobilkom
436812,AT,Austria Mobile - Mobilkom
4368177,AT,Austria Mobile - Mobilkom
4368181,AT,Austria Mobile - Mobilkom
4368184,AT,Austria Mobile - Mobilkom
4368877,AT,Austria Mobile - Mobilkom
436888,AT,Austria Mobile - Mobilkom
436889,AT,Austria Mobile - Mobilkom
4369981,AT,Austria Mobile - Mobilkom
4369988,AT,Austria Mobile - Mobilkom
43690,AT,Austria Mobile - Tele2
43650,AT,Austria Mobile - Tmobile
43655,AT,Austria Mobile - Tmobile
43676,AT,Austria Mobile - Tmobile
99450,AZ,Azerbaijan Mobile - Azercell
99451,AZ,Azerbaijan Mobile - Azercell
99470,AZ,Azerbaijan Mobile - Azerfon
99477,AZ,Azerbaijan Mobile - Azerfon
99455,AZ,Azerbaijan Mobile - BakCell
99440,AZ,Azerbaijan Mobile - Catel
99444,AZ,Azerbaijan Mobile - CDMA
99460,AZ,Azerbaijan Mobile - Nakchivan
99460540,AZ,Azerbaijan Mobile - Nakchivan
1242357,BS,Bahamas Mobile - Cybercell
1242359,BS,Bahamas Mobile - Cybercell
1242375,BS,Bahamas Mobile - Cybercell
1242376,BS,Bahamas Mobile - Cybercell
1242395,BS,Bahamas Mobile - Cybercell
1242421,BS,Bahamas Mobile - Cybercell
1242422,BS,Bahamas Mobile - Cybercell
1242423,BS,Bahamas Mobile - Cybercell
1242424,BS,Bahamas Mobile - Cybercell
1242425,BS,Bahamas Mobile - Cybercell
1242426,BS,Bahamas Mobile - Cybercell
1242427,BS,Bahamas Mobile - Cybercell
1242428,BS,Bahamas Mobile - Cybercell
1242429,BS,Bahamas Mobile - Cybercell
1242431,BS,Bahamas Mobile - Cybercell
1242432,BS,Bahamas Mobile - Cybercell
1242433,BS,Bahamas Mobile - Cybercell
1242434,BS,Bahamas Mobile - Cybercell
1242435,BS,Bahamas Mobile - Cybercell
1242436,BS,Bahamas Mobile - Cybercell
1242437,BS,Bahamas Mobile - Cybercell
1242438,BS,Bahamas Mobile - Cybercell
1242439,BS,Bahamas Mobile - Cybercell
1242441,BS,Bahamas Mobile - Cybercell
1242442,BS,Bahamas Mobile - Cybercell
1242443,BS,Bahamas Mobile - Cybercell
1242444,BS,Bahamas Mobile - Cybercell
1242445,BS,Bahamas Mobile - Cybercell
1242446,BS,Bahamas Mobile - Cybercell
1242447,BS,Bahamas Mobile - Cybercell
1242448,BS,Bahamas Mobile - Cybercell
1242449,BS,Bahamas Mobile - Cybercell
1242451,BS,Bahamas Mobile - Cybercell
1242452,BS,Bahamas Mobile - Cybercell
1242453,BS,Bahamas Mobile - Cybercell
1242454,BS,Bahamas Mobile - Cybercell
1242455,BS,Bahamas Mobile - Cybercell
1242456,BS,Bahamas Mobile - Cybercell
1242457,BS,Bahamas Mobile - Cybercell
1242458,BS,Bahamas Mobile - Cybercell
1242462,BS,Bahamas Mobile - Cybercell
1242463,BS,Bahamas Mobile - Cybercell
1242464,BS,Bahamas Mobile - Cybercell
1242465,BS,Bahamas Mobile - Cybercell
1242466,BS,Bahamas Mobile - Cybercell
1242467,BS,Bahamas Mobile - Cybercell
1242468,BS,Bahamas Mobile - Cybercell
124247,BS,Bahamas Mobile - Cybercell
1242481,BS,Bahamas Mobile - Cybercell
1242524,BS,Bahamas Mobile - Cybercell
1242525,BS,Bahamas Mobile - Cybercell
1242533,BS,Bahamas Mobile - Cybercell
1242535,BS,Bahamas Mobile - Cybercell
1242544,BS,Bahamas Mobile - Cybercell
1242551,BS,Bahamas Mobile - Cybercell
1242552,BS,Bahamas Mobile - Cybercell
1242553,BS,Bahamas Mobile - Cybercell
1242554,BS,Bahamas Mobile - Cybercell
1242555,BS,Bahamas Mobile - Cybercell
1242556,BS,Bahamas Mobile - Cybercell
1242557,BS,Bahamas Mobile - Cybercell
1242558,BS,Bahamas Mobile - Cybercell
1242559,BS,Bahamas Mobile - Cybercell
1242565,BS,Bahamas Mobile - Cybercell
1242577,BS,Bahamas Mobile - Cybercell
1242636,BS,Bahamas Mobile - Cybercell
1242646,BS,Bahamas Mobile - Cybercell
1242727,BS,Bahamas Mobile - Cybercell
97332,BH,Bahrain Mobile - Batelco
973383,BH,Bahrain Mobile - Batelco
973384,BH,Bahrain Mobile - Batelco
973388,BH,Bahrain Mobile - Batelco
97339,BH,Bahrain Mobile - Batelco
97333,BH,Bahrain Mobile - Viva
973340,BH,Bahrain Mobile - Viva
973341,BH,Bahrain Mobile - Viva
973343,BH,Bahrain Mobile - Viva
973344,BH,Bahrain Mobile - Viva
973345,BH,Bahrain Mobile - Viva
973350,BH,Bahrain Mobile - Viva
973351,BH,Bahrain Mobile - Viva
973353,BH,Bahrain Mobile - Viva
973355,BH,Bahrain Mobile - Viva
97336,BH,Bahrain Mobile - Zain
973377,BH,Bahrain Mobile - Zain
97366,BH,Bahrain Mobile - Zain
973663,BH,Bahrain Mobile - Zain
973666,BH,Bahrain Mobile - Zain
124623,BB,Barbados Mobile - Flow
124624,BB,Barbados Mobile - Flow
1246250,BB,Barbados Mobile - Flow
1246251,BB,Barbados Mobile - Flow
1246252,BB,Barbados Mobile - Flow
1246253,BB,Barbados Mobile - Flow
1246254,BB,Barbados Mobile - Flow
1246255,BB,Barbados Mobile - Flow
1246446,BB,Barbados Mobile - Flow
1246447,BB,Barbados Mobile - Flow
1246448,BB,Barbados Mobile - Flow
1246449,BB,Barbados Mobile - Flow
124645,BB,Barbados Mobile - Flow
124652,BB,Barbados Mobile - Flow
1246256,BB,Barbados Mobile - Digicel
1246257,BB,Barbados Mobile - Digicel
1246258,BB,Barbados Mobile - Digicel
1246259,BB,Barbados Mobile - Digicel
124626,BB,Barbados Mobile - Digicel
1246530,BB,Barbados Mobile - Digicel
1246531,BB,Barbados Mobile - Digicel
1246532,BB,Barbados Mobile - Digicel
1246533,BB,Barbados Mobile - Digicel
1246534,BB,Barbados Mobile - Digicel
124682,BB,Barbados Mobile - Digicel
124683,BB,Barbados Mobile - Digicel
124684,BB,Barbados Mobile - Digicel
124685,BB,Barbados Mobile - Digicel
375292,BY,Belarus Mobile - MTS
375295,BY,Belarus Mobile - MTS
375297,BY,Belarus Mobile - MTS
375298,BY,Belarus Mobile - MTS
37533,BY,Belarus Mobile - MTS
375291,BY,Belarus Mobile - Velcom
375293,BY,Belarus Mobile - Velcom
375296,BY,Belarus Mobile - Velcom
375299,BY,Belarus Mobile - Velcom
37544,BY,Belarus Mobile - Velcom
32483,BE,Belgium Mobile - Base
32484,BE,Belgium Mobile - Base
32485,BE,Belgium Mobile - Base
32486,BE,Belgium Mobile - Base
32487,BE,Belgium Mobile - Base
32488,BE,Belgium Mobile - Base
32489,BE,Belgium Mobile - Base
32770002,BE,Belgium Mobile - Base
3249,BE,Belgium Mobile - Mobistar
32770005,BE,Belgium Mobile - Mobistar
32460,BE,Belgium Mobile - Proximus
3247,BE,Belgium Mobile - Proximus
32770001,BE,Belgium Mobile - Proximus
321020,BE,Belgium Mobile - Telenet
321044,BE,Belgium Mobile - Telenet
321089,BE,Belgium Mobile - Telenet
321118,BE,Belgium Mobile - Telenet
3211190,BE,Belgium Mobile - Telenet
321141,BE,Belgium Mobile - Telenet
321171,BE,Belgium Mobile - Telenet
321172,BE,Belgium Mobile - Telenet
321174,BE,Belgium Mobile - Telenet
321175,BE,Belgium Mobile - Telenet
321176,BE,Belgium Mobile - Telenet
321191,BE,Belgium Mobile - Telenet
3211961,BE,Belgium Mobile - Telenet
3211962,BE,Belgium Mobile - Telenet
3211963,BE,Belgium Mobile - Telenet
3211964,BE,Belgium Mobile - Telenet
3211965,BE,Belgium Mobile - Telenet
3211966,BE,Belgium Mobile - Telenet
3211967,BE,Belgium Mobile - Telenet
3211968,BE,Belgium Mobile - Telenet
3211969,BE,Belgium Mobile - Telenet
321220,BE,Belgium Mobile - Telenet
321221,BE,Belgium Mobile - Telenet
321222,BE,Belgium Mobile - Telenet
321288,BE,Belgium Mobile - Telenet
321289,BE,Belgium Mobile - Telenet
321325,BE,Belgium Mobile - Telenet
321326,BE,Belgium Mobile - Telenet
321327,BE,Belgium Mobile - Telenet
321328,BE,Belgium Mobile - Telenet
321329,BE,Belgium Mobile - Telenet
321330,BE,Belgium Mobile - Telenet
321388,BE,Belgium Mobile - Telenet
321389,BE,Belgium Mobile - Telenet
321466,BE,Belgium Mobile - Telenet
321470,BE,Belgium Mobile - Telenet
321471,BE,Belgium Mobile - Telenet
321472,BE,Belgium Mobile - Telenet
321473,BE,Belgium Mobile - Telenet
321474,BE,Belgium Mobile - Telenet
321475,BE,Belgium Mobile - Telenet
321489,BE,Belgium Mobile - Telenet
3214950,BE,Belgium Mobile - Telenet
3214951,BE,Belgium Mobile - Telenet
3214952,BE,Belgium Mobile - Telenet
321533,BE,Belgium Mobile - Telenet
321534,BE,Belgium Mobile - Telenet
321535,BE,Belgium Mobile - Telenet
321536,BE,Belgium Mobile - Telenet
321537,BE,Belgium Mobile - Telenet
321563,BE,Belgium Mobile - Telenet
321564,BE,Belgium Mobile - Telenet
321565,BE,Belgium Mobile - Telenet
321566,BE,Belgium Mobile - Telenet
321567,BE,Belgium Mobile - Telenet
321568,BE,Belgium Mobile - Telenet
321588,BE,Belgium Mobile - Telenet
321589,BE,Belgium Mobile - Telenet
3216190,BE,Belgium Mobile - Telenet
3216191,BE,Belgium Mobile - Telenet
3216192,BE,Belgium Mobile - Telenet
3216193,BE,Belgium Mobile - Telenet
3216194,BE,Belgium Mobile - Telenet
3216195,BE,Belgium Mobile - Telenet
321632,BE,Belgium Mobile - Telenet
321633,BE,Belgium Mobile - Telenet
321634,BE,Belgium Mobile - Telenet
321637,BE,Belgium Mobile - Telenet
321641,BE,Belgium Mobile - Telenet
321643,BE,Belgium Mobile - Telenet
321684,BE,Belgium Mobile - Telenet
321685,BE,Belgium Mobile - Telenet
321686,BE,Belgium Mobile - Telenet
321688,BE,Belgium Mobile - Telenet
321689,BE,Belgium Mobile - Telenet
321690,BE,Belgium Mobile - Telenet
321920,BE,Belgium Mobile - Telenet
321988,BE,Belgium Mobile - Telenet
321989,BE,Belgium Mobile - Telenet
32230,BE,Belgium Mobile - Telenet
322310,BE,Belgium Mobile - Telenet
322311,BE,Belgium Mobile - Telenet
322408,BE,Belgium Mobile - Telenet
322418,BE,Belgium Mobile - Telenet
322429,BE,Belgium Mobile - Telenet
322444,BE,Belgium Mobile - Telenet
322445,BE,Belgium Mobile - Telenet
322447,BE,Belgium Mobile - Telenet
322473,BE,Belgium Mobile - Telenet
322889,BE,Belgium Mobile - Telenet
323283,BE,Belgium Mobile - Telenet
323284,BE,Belgium Mobile - Telenet
323288,BE,Belgium Mobile - Telenet
323289,BE,Belgium Mobile - Telenet
32329,BE,Belgium Mobile - Telenet
323333,BE,Belgium Mobile - Telenet
323334,BE,Belgium Mobile - Telenet
323336,BE,Belgium Mobile - Telenet
323337,BE,Belgium Mobile - Telenet
323338,BE,Belgium Mobile - Telenet
323344,BE,Belgium Mobile - Telenet
323345,BE,Belgium Mobile - Telenet
323430,BE,Belgium Mobile - Telenet
323431,BE,Belgium Mobile - Telenet
323432,BE,Belgium Mobile - Telenet
323433,BE,Belgium Mobile - Telenet
323501,BE,Belgium Mobile - Telenet
323502,BE,Belgium Mobile - Telenet
323689,BE,Belgium Mobile - Telenet
324244,BE,Belgium Mobile - Telenet
324288,BE,Belgium Mobile - Telenet
324389,BE,Belgium Mobile - Telenet
325064,BE,Belgium Mobile - Telenet
325065,BE,Belgium Mobile - Telenet
325066,BE,Belgium Mobile - Telenet
325067,BE,Belgium Mobile - Telenet
325068,BE,Belgium Mobile - Telenet
325069,BE,Belgium Mobile - Telenet
325070,BE,Belgium Mobile - Telenet
325073,BE,Belgium Mobile - Telenet
325088,BE,Belgium Mobile - Telenet
325090,BE,Belgium Mobile - Telenet
325143,BE,Belgium Mobile - Telenet
325144,BE,Belgium Mobile - Telenet
325145,BE,Belgium Mobile - Telenet
325152,BE,Belgium Mobile - Telenet
325153,BE,Belgium Mobile - Telenet
325160,BE,Belgium Mobile - Telenet
325162,BE,Belgium Mobile - Telenet
325169,BE,Belgium Mobile - Telenet
325180,BE,Belgium Mobile - Telenet
325181,BE,Belgium Mobile - Telenet
325182,BE,Belgium Mobile - Telenet
325188,BE,Belgium Mobile - Telenet
325189,BE,Belgium Mobile - Telenet
325250,BE,Belgium Mobile - Telenet
325251,BE,Belgium Mobile - Telenet
325252,BE,Belgium Mobile - Telenet
325253,BE,Belgium Mobile - Telenet
325254,BE,Belgium Mobile - Telenet
325255,BE,Belgium Mobile - Telenet
325256,BE,Belgium Mobile - Telenet
325257,BE,Belgium Mobile - Telenet
325279,BE,Belgium Mobile - Telenet
325288,BE,Belgium Mobile - Telenet
325338,BE,Belgium Mobile - Telenet
325339,BE,Belgium Mobile - Telenet
325340,BE,Belgium Mobile - Telenet
325341,BE,Belgium Mobile - Telenet
325342,BE,Belgium Mobile - Telenet
325343,BE,Belgium Mobile - Telenet
325369,BE,Belgium Mobile - Telenet
325388,BE,Belgium Mobile - Telenet
325423,BE,Belgium Mobile - Telenet
325424,BE,Belgium Mobile - Telenet
325425,BE,Belgium Mobile - Telenet
325426,BE,Belgium Mobile - Telenet
325480,BE,Belgium Mobile - Telenet
325488,BE,Belgium Mobile - Telenet
325559,BE,Belgium Mobile - Telenet
325560,BE,Belgium Mobile - Telenet
325561,BE,Belgium Mobile - Telenet
325562,BE,Belgium Mobile - Telenet
325580,BE,Belgium Mobile - Telenet
325588,BE,Belgium Mobile - Telenet
3256190,BE,Belgium Mobile - Telenet
3256191,BE,Belgium Mobile - Telenet
3256192,BE,Belgium Mobile - Telenet
3256193,BE,Belgium Mobile - Telenet
3256194,BE,Belgium Mobile - Telenet
3256195,BE,Belgium Mobile - Telenet
325628,BE,Belgium Mobile - Telenet
325629,BE,Belgium Mobile - Telenet
325632,BE,Belgium Mobile - Telenet
325644,BE,Belgium Mobile - Telenet
325647,BE,Belgium Mobile - Telenet
325649,BE,Belgium Mobile - Telenet
325688,BE,Belgium Mobile - Telenet
325690,BE,Belgium Mobile - Telenet
325735,BE,Belgium Mobile - Telenet
325736,BE,Belgium Mobile - Telenet
325737,BE,Belgium Mobile - Telenet
325788,BE,Belgium Mobile - Telenet
325789,BE,Belgium Mobile - Telenet
325859,BE,Belgium Mobile - Telenet
325860,BE,Belgium Mobile - Telenet
325861,BE,Belgium Mobile - Telenet
325862,BE,Belgium Mobile - Telenet
325863,BE,Belgium Mobile - Telenet
325888,BE,Belgium Mobile - Telenet
325889,BE,Belgium Mobile - Telenet
325940,BE,Belgium Mobile - Telenet
325941,BE,Belgium Mobile - Telenet
325942,BE,Belgium Mobile - Telenet
325943,BE,Belgium Mobile - Telenet
325944,BE,Belgium Mobile - Telenet
325945,BE,Belgium Mobile - Telenet
325988,BE,Belgium Mobile - Telenet
325989,BE,Belgium Mobile - Telenet
326061,BE,Belgium Mobile - Telenet
326088,BE,Belgium Mobile - Telenet
326089,BE,Belgium Mobile - Telenet
326160,BE,Belgium Mobile - Telenet
326188,BE,Belgium Mobile - Telenet
326189,BE,Belgium Mobile - Telenet
326364,BE,Belgium Mobile - Telenet
326388,BE,Belgium Mobile - Telenet
326389,BE,Belgium Mobile - Telenet
326450,BE,Belgium Mobile - Telenet
326463,BE,Belgium Mobile - Telenet
326489,BE,Belgium Mobile - Telenet
326550,BE,Belgium Mobile - Telenet
326585,BE,Belgium Mobile - Telenet
326589,BE,Belgium Mobile - Telenet
326750,BE,Belgium Mobile - Telenet
326766,BE,Belgium Mobile - Telenet
326780,BE,Belgium Mobile - Telenet
326869,BE,Belgium Mobile - Telenet
326888,BE,Belgium Mobile - Telenet
326889,BE,Belgium Mobile - Telenet
326950,BE,Belgium Mobile - Telenet
326970,BE,Belgium Mobile - Telenet
326980,BE,Belgium Mobile - Telenet
327167,BE,Belgium Mobile - Telenet
327169,BE,Belgium Mobile - Telenet
3271948,BE,Belgium Mobile - Telenet
3271949,BE,Belgium Mobile - Telenet
328050,BE,Belgium Mobile - Telenet
328069,BE,Belgium Mobile - Telenet
328081,BE,Belgium Mobile - Telenet
328150,BE,Belgium Mobile - Telenet
328169,BE,Belgium Mobile - Telenet
328180,BE,Belgium Mobile - Telenet
328283,BE,Belgium Mobile - Telenet
328288,BE,Belgium Mobile - Telenet
328289,BE,Belgium Mobile - Telenet
328384,BE,Belgium Mobile - Telenet
328388,BE,Belgium Mobile - Telenet
328389,BE,Belgium Mobile - Telenet
328485,BE,Belgium Mobile - Telenet
328488,BE,Belgium Mobile - Telenet
328489,BE,Belgium Mobile - Telenet
328586,BE,Belgium Mobile - Telenet
328588,BE,Belgium Mobile - Telenet
328589,BE,Belgium Mobile - Telenet
328687,BE,Belgium Mobile - Telenet
328688,BE,Belgium Mobile - Telenet
328689,BE,Belgium Mobile - Telenet
328750,BE,Belgium Mobile - Telenet
328757,BE,Belgium Mobile - Telenet
328780,BE,Belgium Mobile - Telenet
328920,BE,Belgium Mobile - Telenet
328921,BE,Belgium Mobile - Telenet
328922,BE,Belgium Mobile - Telenet
328923,BE,Belgium Mobile - Telenet
328924,BE,Belgium Mobile - Telenet
328925,BE,Belgium Mobile - Telenet
328980,BE,Belgium Mobile - Telenet
328988,BE,Belgium Mobile - Telenet
329273,BE,Belgium Mobile - Telenet
329278,BE,Belgium Mobile - Telenet
329279,BE,Belgium Mobile - Telenet
329295,BE,Belgium Mobile - Telenet
329310,BE,Belgium Mobile - Telenet
329311,BE,Belgium Mobile - Telenet
329324,BE,Belgium Mobile - Telenet
329328,BE,Belgium Mobile - Telenet
329329,BE,Belgium Mobile - Telenet
329330,BE,Belgium Mobile - Telenet
329331,BE,Belgium Mobile - Telenet
329334,BE,Belgium Mobile - Telenet
329335,BE,Belgium Mobile - Telenet
329336,BE,Belgium Mobile - Telenet
329350,BE,Belgium Mobile - Telenet
329391,BE,Belgium Mobile - Telenet
329398,BE,Belgium Mobile - Telenet
50165,BZ,Belize Mobile - Speednet
50166,BZ,Belize Mobile - Speednet
50167,BZ,Belize Mobile - Speednet
22992,BJ,Benin Mobile - Bell Benin
22993,BJ,Benin Mobile - Bell Benin
22964,BJ,Benin Mobile - Etisalat
22965,BJ,Benin Mobile - Etisalat
22994,BJ,Benin Mobile - Etisalat
22995,BJ,Benin Mobile - Etisalat
22968,BJ,Benin Mobile - Globacom
22998,BJ,Benin Mobile - Globacom
22999,BJ,Benin Mobile - Globacom
22990,BJ,Benin Mobile - Libercom
22961,BJ,Benin Mobile - MTN
22966,BJ,Benin Mobile - MTN
22967,BJ,Benin Mobile - MTN
22996,BJ,Benin Mobile - MTN
22997,BJ,Benin Mobile - MTN
59167,BO,Bolivia Mobile - Entel
59168,BO,Bolivia Mobile - Entel
59171,BO,Bolivia Mobile - Entel
59172,BO,Bolivia Mobile - Entel
59173,BO,Bolivia Mobile - Entel
59174,BO,Bolivia Mobile - Entel
59160,BO,Bolivia Mobile - Nuevatel
59161,BO,Bolivia Mobile - Nuevatel
59165,BO,Bolivia Mobile - Nuevatel
59170,BO,Bolivia Mobile - Nuevatel
59179,BO,Bolivia Mobile - Nuevatel
59169,BO,Bolivia Mobile - Telecel
59175,BO,Bolivia Mobile - Telecel
59176,BO,Bolivia Mobile - Telecel
59177,BO,Bolivia Mobile - Telecel
59178,BO,Bolivia Mobile - Telecel
3876030,BA,Bosnia and Herzegovina Mobile - BIH
3876031,BA,Bosnia and Herzegovina Mobile - BIH
3876032,BA,Bosnia and Herzegovina Mobile - BIH
3876033,BA,Bosnia and Herzegovina Mobile - BIH
3876034,BA,Bosnia and Herzegovina Mobile - BIH
